0,25.54,-7,6000
25.54,16.593,-7.2,0
16.593,16.11,-8.1,0
16.11,15.716,-9.1,0
15.716,15.476,-10,0
15.476,15.279,-10,0
15.279,15.114,-10,0
15.114,15.181,-10,0
15.181,15.368,-8,0
15.368,25.158,-5.9,6000
25.158,16.214,-3.9,0
16.214,16.075,-3.5,0
16.075,16.207,-3.2,0
16.207,16.344,-2.8,0
16.344,16.259,-4.1,0
16.259,15.965,-5.4,0
15.965,15.414,-6.7,0
15.414,14.831,-8,0
14.831,14.237,-9.3,0
14.237,19.372,-10.6,3500
19.372,19.498,-10.6,3500
19.498,19.566,-10.6,3500
19.566,14.123,-10.6,0
14.123,23.163,-10.6,6000
23.163,14.149,-10.6,0
14.149,13.8,-10.6,0
13.8,13.555,-10.4,0
13.555,13.32,-10.2,0
13.32,13.015,-10,0
13.015,12.681,-10.2,0
12.681,12.382,-10.4,0
12.382,12.47,-10.6,0
12.47,12.778,-8.9,0
12.778,22.826,-7.3,6000
22.826,14.581,-5.6,0
14.581,15.091,-4.5,0
15.091,15.648,-3.3,0
15.648,15.794,-2.2,0
15.794,15.684,-2.8,0
15.684,15.339,-3.3,0
15.339,20.564,-3.9,3500
20.564,15.114,-3.9,0
15.114,20.368,-3.9,3500
20.368,14.653,-3.9,0
14.653,13.938,-6.1,0
13.938,13.271,-8.4,0
13.271,18.343,-10.6,3500
18.343,12.938,-10.8,0
12.938,12.572,-10.9,0
12.572,12.317,-11.1,0
12.317,12.078,-11.5,0
12.078,11.851,-11.8,0
11.851,11.594,-12.2,0
11.594,11.364,-12.6,0
11.364,11.12,-12.9,0
11.12,16.956,-13.3,3500
16.956,17.785,-9.6,3500
17.785,12.947,-5.9,0
12.947,12.925,-2.2,0
12.925,13.108,-2,0
13.108,18.886,-1.9,3500
18.886,13.979,-1.7,0
13.979,14.048,-2.8,0
14.048,13.977,-3.9,0
13.977,13.536,-5,0
13.536,18.627,-6.3,3500
18.627,12.939,-7.6,0
12.939,18,-8.9,3500
18,12.44,-9.6,0
12.44,17.502,-10.4,3500
17.502,12.126,-11.1,0
12.126,17.409,-10,3500
17.409,12.118,-8.9,0
12.118,11.644,-7.8,0
11.644,11.192,-10.4,0
11.192,10.708,-13,0
10.708,10.482,-15.6,0
10.482,10.343,-14.5,0
10.343,10.218,-13.3,0
10.218,10.553,-12.2,0
10.553,11.106,-9.1,0
11.106,21.502,-5.9,6000
21.502,13.09,-2.8,0
13.09,13.486,-1.9,0
13.486,13.936,-0.9,0
13.936,13.959,0,0
13.959,13.696,-1.9,0
13.696,13.142,-3.7,0
13.142,12.744,-5.6,0
12.744,12.417,-6.5,0
12.417,12.122,-7.4,0
